Provincias con mayor número de pernoctaciones;Periodo;Total
44 Teruel;2023M05;2,17
44 Teruel;2023M04;2,46
44 Teruel;2023M03;2,55
44 Teruel;2023M02;2,17
44 Teruel;2023M01;2,09
44 Teruel;2022M12;2,72
44 Teruel;2022M11;2,52
44 Teruel;2022M10;2,6
44 Teruel;2022M09;2,52
44 Teruel;2022M08;3,81
44 Teruel;2022M07;3,28
44 Teruel;2022M06;2,51
44 Teruel;2022M05;2,21
44 Teruel;2022M04;2,8
44 Teruel;2022M03;2,45
44 Teruel;2022M02;2,23
44 Teruel;2022M01;2,36
44 Teruel;2021M12;2,72
44 Teruel;2021M11;2,23
44 Teruel;2021M10;2,88
44 Teruel;2021M09;2,76
44 Teruel;2021M08;4,33
44 Teruel;2021M07;4,07
44 Teruel;2021M06;2,6
44 Teruel;2021M05;2,2
44 Teruel;2021M04;3,06
44 Teruel;2021M03;3,62
44 Teruel;2021M02;9,45
44 Teruel;2021M01;11,82
44 Teruel;2020M12;5,07
44 Teruel;2020M11;.
44 Teruel;2020M10;2,9
44 Teruel;2020M09;2,96
44 Teruel;2020M08;3,84
44 Teruel;2020M07;2,78
44 Teruel;2020M06;2,45
44 Teruel;2020M05;.
44 Teruel;2020M04;.
44 Teruel;2020M03;2,78
44 Teruel;2020M02;2,13
44 Teruel;2020M01;2,25
44 Teruel;2019M12;2,79
44 Teruel;2019M11;2,32
44 Teruel;2019M10;2,35
44 Teruel;2019M09;2,74
44 Teruel;2019M08;3,98
44 Teruel;2019M07;3,52
44 Teruel;2019M06;2,74
44 Teruel;2019M05;2,29
44 Teruel;2019M04;2,86
44 Teruel;2019M03;2,55
44 Teruel;2019M02;2,44
44 Teruel;2019M01;2,93
44 Teruel;2018M12;2,93
44 Teruel;2018M11;2,19
44 Teruel;2018M10;2,47
44 Teruel;2018M09;2,33
44 Teruel;2018M08;4,23
44 Teruel;2018M07;2,51
44 Teruel;2018M06;2,05
44 Teruel;2018M05;2,06
44 Teruel;2018M04;2,41
44 Teruel;2018M03;2,54
44 Teruel;2018M02;1,87
44 Teruel;2018M01;2,04
44 Teruel;2017M12;2,76
44 Teruel;2017M11;2,08
44 Teruel;2017M10;2,37
44 Teruel;2017M09;2,25
44 Teruel;2017M08;5,04
44 Teruel;2017M07;3
44 Teruel;2017M06;1,95
44 Teruel;2017M05;2,35
44 Teruel;2017M04;2,69
44 Teruel;2017M03;1,96
44 Teruel;2017M02;1,99
44 Teruel;2017M01;2,39
44 Teruel;2016M12;2,56
44 Teruel;2016M11;2,17
44 Teruel;2016M10;2,3
44 Teruel;2016M09;2,17
44 Teruel;2016M08;4,23
44 Teruel;2016M07;2,76
44 Teruel;2016M06;2,22
44 Teruel;2016M05;2,25
44 Teruel;2016M04;2,15
44 Teruel;2016M03;2,82
44 Teruel;2016M02;2,28
44 Teruel;2016M01;2,7
44 Teruel;2015M12;2,55
44 Teruel;2015M11;2,42
44 Teruel;2015M10;2,5
44 Teruel;2015M09;2,29
44 Teruel;2015M08;5,17
44 Teruel;2015M07;3,33
44 Teruel;2015M06;3,21
44 Teruel;2015M05;2,33
44 Teruel;2015M04;2,95
44 Teruel;2015M03;2,17
44 Teruel;2015M02;2,17
44 Teruel;2015M01;2,54
44 Teruel;2014M12;2,43
44 Teruel;2014M11;2,21
44 Teruel;2014M10;2,07
44 Teruel;2014M09;2,41
44 Teruel;2014M08;5,83
44 Teruel;2014M07;3,3
44 Teruel;2014M06;2,95
44 Teruel;2014M05;2,34
44 Teruel;2014M04;2,85
44 Teruel;2014M03;2,14
44 Teruel;2014M02;2,39
44 Teruel;2014M01;2,35
44 Teruel;2013M12;2,6
44 Teruel;2013M11;2,26
44 Teruel;2013M10;2,02
44 Teruel;2013M09;2,09
44 Teruel;2013M08;5,26
44 Teruel;2013M07;3,55
44 Teruel;2013M06;1,98
44 Teruel;2013M05;1,84
44 Teruel;2013M04;2,21
44 Teruel;2013M03;2,72
44 Teruel;2013M02;1,81
44 Teruel;2013M01;2,37
44 Teruel;2012M12;2,86
44 Teruel;2012M11;2,55
44 Teruel;2012M10;2,48
44 Teruel;2012M09;2,6
44 Teruel;2012M08;5,33
44 Teruel;2012M07;3,56
44 Teruel;2012M06;2,84
44 Teruel;2012M05;2,36
44 Teruel;2012M04;2,79
44 Teruel;2012M03;2,16
44 Teruel;2012M02;2
44 Teruel;2012M01;2,38
44 Teruel;2011M12;2,12
44 Teruel;2011M11;2,25
44 Teruel;2011M10;2,89
44 Teruel;2011M09;3,05
44 Teruel;2011M08;6,27
44 Teruel;2011M07;3,69
44 Teruel;2011M06;2,11
44 Teruel;2011M05;2,61
44 Teruel;2011M04;2,66
44 Teruel;2011M03;1,8
44 Teruel;2011M02;2,22
44 Teruel;2011M01;2,82
44 Teruel;2010M12;2,56
44 Teruel;2010M11;3,69
44 Teruel;2010M10;2,64
44 Teruel;2010M09;2,45
44 Teruel;2010M08;4,36
44 Teruel;2010M07;3,93
44 Teruel;2010M06;1,98
44 Teruel;2010M05;2,13
44 Teruel;2010M04;3,75
44 Teruel;2010M03;2,28
44 Teruel;2010M02;1,8
44 Teruel;2010M01;3
44 Teruel;2009M12;2,52
44 Teruel;2009M11;2,87
44 Teruel;2009M10;2,26
44 Teruel;2009M09;2,78
44 Teruel;2009M08;6,34
44 Teruel;2009M07;4,06
44 Teruel;2009M06;2,59
44 Teruel;2009M05;2,43
44 Teruel;2009M04;2,8
44 Teruel;2009M03;2,31
44 Teruel;2009M02;1,99
44 Teruel;2009M01;3,28
44 Teruel;2008M12;2,44
44 Teruel;2008M11;2,07
44 Teruel;2008M10;2,08
44 Teruel;2008M09;3,15
44 Teruel;2008M08;5,86
44 Teruel;2008M07;5,78
44 Teruel;2008M06;3,04
44 Teruel;2008M05;4,49
44 Teruel;2008M04;2,76
44 Teruel;2008M03;3,41
44 Teruel;2008M02;2,39
44 Teruel;2008M01;2,49
44 Teruel;2007M12;2,99
44 Teruel;2007M11;2,67
44 Teruel;2007M10;2,87
44 Teruel;2007M09;3,19
44 Teruel;2007M08;5,17
44 Teruel;2007M07;4,49
44 Teruel;2007M06;2,77
44 Teruel;2007M05;2,95
44 Teruel;2007M04;3,07
44 Teruel;2007M03;2,68
44 Teruel;2007M02;2,89
44 Teruel;2007M01;2,83
44 Teruel;2006M12;3,01
44 Teruel;2006M11;3,39
44 Teruel;2006M10;3,55
44 Teruel;2006M09;5,24
44 Teruel;2006M08;8,09
44 Teruel;2006M07;5,13
44 Teruel;2006M06;3,43
44 Teruel;2006M05;4,16
44 Teruel;2006M04;4,01
44 Teruel;2006M03;2,78
44 Teruel;2006M02;2,24
44 Teruel;2006M01;3,24
44 Teruel;2005M12;2,83
44 Teruel;2005M11;3,47
44 Teruel;2005M10;4,01
44 Teruel;2005M09;4,4
44 Teruel;2005M08;6,78
44 Teruel;2005M07;5,18
44 Teruel;2005M06;3,33
44 Teruel;2005M05;4,53
44 Teruel;2005M04;3,05
44 Teruel;2005M03;3,84
44 Teruel;2005M02;3,1
44 Teruel;2005M01;3,33
45 Toledo;2026M06;2
45 Toledo;2026M05;1,97
45 Toledo;2026M04;1,99
45 Toledo;2026M03;2,03
45 Toledo;2026M02;2,08
45 Toledo;2026M01;1,99
45 Toledo;2025M12;2,28
45 Toledo;2025M11;2,41
45 Toledo;2025M10;2,23
45 Toledo;2025M09;2,2
45 Toledo;2025M08;2,76
45 Toledo;2025M07;2,58
45 Toledo;2025M06;2
45 Toledo;2025M05;1,99
45 Toledo;2025M04;2,23
45 Toledo;2025M03;2,07
45 Toledo;2025M02;1,82
45 Toledo;2025M01;1,88
45 Toledo;2024M12;2,1
45 Toledo;2024M11;1,96
45 Toledo;2024M10;1,82
45 Toledo;2024M09;1,91
45 Toledo;2024M08;2,38
45 Toledo;2024M07;2,06
45 Toledo;2024M06;1,87
45 Toledo;2024M05;1,77
45 Toledo;2024M04;1,89
45 Toledo;2024M03;1,96
45 Toledo;2024M02;1,83
45 Toledo;2024M01;2,07
45 Toledo;2023M12;2,25
45 Toledo;2023M11;1,91
45 Toledo;2023M10;2,01
45 Toledo;2023M09;1,94
45 Toledo;2023M08;2,71
45 Toledo;2023M07;2,21
45 Toledo;2023M06;1,93
45 Toledo;2023M05;1,97
45 Toledo;2023M04;2,07
45 Toledo;2023M03;1,9
45 Toledo;2023M02;1,92
45 Toledo;2023M01;2,13
45 Toledo;2022M12;2,26
45 Toledo;2022M11;1,92
45 Toledo;2022M10;2,08
45 Toledo;2022M09;1,97
45 Toledo;2022M08;2,64
45 Toledo;2022M07;2,28
45 Toledo;2022M06;1,86
45 Toledo;2022M05;2,07
45 Toledo;2022M04;2,1
45 Toledo;2022M03;2,05
45 Toledo;2022M02;2,02
45 Toledo;2022M01;2,33
45 Toledo;2021M12;2,31
45 Toledo;2021M11;1,99
45 Toledo;2021M10;2,08
45 Toledo;2021M09;2,34
45 Toledo;2021M08;3,15
45 Toledo;2021M07;2,44
45 Toledo;2021M06;2,02
45 Toledo;2021M05;1,79
45 Toledo;2021M04;2,46
45 Toledo;2021M03;3,99
45 Toledo;2021M02;18,3
45 Toledo;2021M01;17,05
45 Toledo;2020M12;14,23
45 Toledo;2020M11;.
45 Toledo;2020M10;2,37
45 Toledo;2020M09;2,57
45 Toledo;2020M08;2,96
45 Toledo;2020M07;2,49
45 Toledo;2020M06;2,79
45 Toledo;2020M05;.
45 Toledo;2020M04;.
45 Toledo;2020M03;3,37
45 Toledo;2020M02;2
45 Toledo;2020M01;2,11
45 Toledo;2019M12;2,19
45 Toledo;2019M11;2,05
45 Toledo;2019M10;1,8
45 Toledo;2019M09;1,79
45 Toledo;2019M08;2,06
45 Toledo;2019M07;2
45 Toledo;2019M06;1,75
45 Toledo;2019M05;1,61
45 Toledo;2019M04;2,01
45 Toledo;2019M03;1,59
45 Toledo;2019M02;1,7
45 Toledo;2019M01;1,63
45 Toledo;2018M12;2,12
45 Toledo;2018M11;1,73
45 Toledo;2018M10;1,86
45 Toledo;2018M09;1,91
45 Toledo;2018M08;2,85
45 Toledo;2018M07;2,55
45 Toledo;2018M06;1,94
45 Toledo;2018M05;1,75
45 Toledo;2018M04;1,93
45 Toledo;2018M03;2,1
45 Toledo;2018M02;1,67
45 Toledo;2018M01;1,78
45 Toledo;2017M12;2,22
45 Toledo;2017M11;1,87
45 Toledo;2017M10;1,8
45 Toledo;2017M09;1,71
45 Toledo;2017M08;2,41
45 Toledo;2017M07;1,86
45 Toledo;2017M06;1,76
45 Toledo;2017M05;1,74
45 Toledo;2017M04;2
45 Toledo;2017M03;1,65
45 Toledo;2017M02;1,77
45 Toledo;2017M01;1,79
45 Toledo;2016M12;2,19
45 Toledo;2016M11;1,74
45 Toledo;2016M10;1,78
45 Toledo;2016M09;1,88
45 Toledo;2016M08;2,64
45 Toledo;2016M07;2,62
45 Toledo;2016M06;2,11
45 Toledo;2016M05;1,88
45 Toledo;2016M04;1,79
45 Toledo;2016M03;2,08
45 Toledo;2016M02;1,83
45 Toledo;2016M01;2,31
45 Toledo;2015M12;2,37
45 Toledo;2015M11;2,08
45 Toledo;2015M10;1,83
45 Toledo;2015M09;1,88
45 Toledo;2015M08;3,2
45 Toledo;2015M07;2,81
45 Toledo;2015M06;2,09
45 Toledo;2015M05;1,87
45 Toledo;2015M04;2,11
45 Toledo;2015M03;2,28
45 Toledo;2015M02;1,71
45 Toledo;2015M01;2,11
45 Toledo;2014M12;2,11
45 Toledo;2014M11;1,94
45 Toledo;2014M10;1,83
45 Toledo;2014M09;1,97
45 Toledo;2014M08;2,5
45 Toledo;2014M07;5,38
45 Toledo;2014M06;1,98
45 Toledo;2014M05;1,88
45 Toledo;2014M04;2,08
45 Toledo;2014M03;1,73
45 Toledo;2014M02;1,84
45 Toledo;2014M01;2,1
45 Toledo;2013M12;2,35
45 Toledo;2013M11;1,75
45 Toledo;2013M10;1,63
45 Toledo;2013M09;1,78
45 Toledo;2013M08;3,06
45 Toledo;2013M07;2,07
45 Toledo;2013M06;1,68
45 Toledo;2013M05;1,58
45 Toledo;2013M04;1,7
45 Toledo;2013M03;2,05
45 Toledo;2013M02;1,55
45 Toledo;2013M01;1,97
45 Toledo;2012M12;2,12
45 Toledo;2012M11;1,99
45 Toledo;2012M10;2,06
45 Toledo;2012M09;1,57
45 Toledo;2012M08;2,81
45 Toledo;2012M07;1,92
45 Toledo;2012M06;1,64
45 Toledo;2012M05;2
45 Toledo;2012M04;2,13
45 Toledo;2012M03;1,87
45 Toledo;2012M02;1,95
45 Toledo;2012M01;1,96
45 Toledo;2011M12;1,75
45 Toledo;2011M11;1,82
45 Toledo;2011M10;1,66
45 Toledo;2011M09;1,8
45 Toledo;2011M08;2,56
45 Toledo;2011M07;2,06
45 Toledo;2011M06;1,86
45 Toledo;2011M05;1,7
45 Toledo;2011M04;2,1
45 Toledo;2011M03;1,8
45 Toledo;2011M02;1,68
45 Toledo;2011M01;1,67
45 Toledo;2010M12;2,47
45 Toledo;2010M11;2,12
45 Toledo;2010M10;1,75
45 Toledo;2010M09;1,89
45 Toledo;2010M08;2,97
45 Toledo;2010M07;2,12
45 Toledo;2010M06;1,93
45 Toledo;2010M05;1,65
45 Toledo;2010M04;2,04
45 Toledo;2010M03;2,27
45 Toledo;2010M02;1,73
45 Toledo;2010M01;2,33
45 Toledo;2009M12;2,41
45 Toledo;2009M11;1,89
45 Toledo;2009M10;1,95
45 Toledo;2009M09;2,05
45 Toledo;2009M08;3,28
45 Toledo;2009M07;2,05
45 Toledo;2009M06;1,79
45 Toledo;2009M05;2,17
45 Toledo;2009M04;2,33
45 Toledo;2009M03;2,08
45 Toledo;2009M02;1,91
45 Toledo;2009M01;2,11
45 Toledo;2008M12;2,38
45 Toledo;2008M11;1,69
45 Toledo;2008M10;1,88
45 Toledo;2008M09;1,98
45 Toledo;2008M08;3
45 Toledo;2008M07;2,13
45 Toledo;2008M06;1,92
45 Toledo;2008M05;2,15
45 Toledo;2008M04;1,99
45 Toledo;2008M03;2,64
45 Toledo;2008M02;1,7
45 Toledo;2008M01;2,11
45 Toledo;2007M12;2,4
45 Toledo;2007M11;2,13
45 Toledo;2007M10;2,27
45 Toledo;2007M09;2,06
45 Toledo;2007M08;2,45
45 Toledo;2007M07;2,63
45 Toledo;2007M06;1,94
45 Toledo;2007M05;2,07
45 Toledo;2007M04;2,57
45 Toledo;2007M03;1,77
45 Toledo;2007M02;1,98
45 Toledo;2007M01;2,23
45 Toledo;2006M12;2,43
45 Toledo;2006M11;2,01
45 Toledo;2006M10;2,03
45 Toledo;2006M09;1,84
45 Toledo;2006M08;3,12
45 Toledo;2006M07;1,92
45 Toledo;2006M06;1,73
45 Toledo;2006M05;1,9
45 Toledo;2006M04;2,1
45 Toledo;2006M03;1,87
45 Toledo;2006M02;1,77
45 Toledo;2006M01;2,67
45 Toledo;2005M12;2,07
45 Toledo;2005M11;2,04
45 Toledo;2005M10;2
45 Toledo;2005M09;1,78
45 Toledo;2005M08;3,09
45 Toledo;2005M07;2,26
