Provincias con mayor número de pernoctaciones;Periodo;Total
27 Lugo;2012M08;2,18
27 Lugo;2012M07;1,67
27 Lugo;2012M06;1,45
27 Lugo;2012M05;1,22
27 Lugo;2012M04;2,1
27 Lugo;2012M03;1,44
27 Lugo;2012M02;1,35
27 Lugo;2012M01;1,46
27 Lugo;2011M12;1,83
27 Lugo;2011M11;1,87
27 Lugo;2011M10;1,69
27 Lugo;2011M09;1,42
27 Lugo;2011M08;2,53
27 Lugo;2011M07;1,93
27 Lugo;2011M06;1,38
27 Lugo;2011M05;1,29
27 Lugo;2011M04;1,78
27 Lugo;2011M03;1,55
27 Lugo;2011M02;1,45
27 Lugo;2011M01;1,18
27 Lugo;2010M12;1,82
27 Lugo;2010M11;1,55
27 Lugo;2010M10;1,62
27 Lugo;2010M09;1,41
27 Lugo;2010M08;2,13
27 Lugo;2010M07;1,88
27 Lugo;2010M06;1,39
27 Lugo;2010M05;1,37
27 Lugo;2010M04;1,68
27 Lugo;2010M03;1,59
27 Lugo;2010M02;1,58
27 Lugo;2010M01;1,54
27 Lugo;2009M12;1,79
27 Lugo;2009M11;1,63
27 Lugo;2009M10;1,61
27 Lugo;2009M09;1,61
27 Lugo;2009M08;2,24
27 Lugo;2009M07;1,8
27 Lugo;2009M06;1,59
27 Lugo;2009M05;1,48
27 Lugo;2009M04;1,9
27 Lugo;2009M03;1,64
27 Lugo;2009M02;1,77
27 Lugo;2009M01;1,59
27 Lugo;2008M12;1,81
27 Lugo;2008M11;1,76
27 Lugo;2008M10;1,64
27 Lugo;2008M09;1,63
27 Lugo;2008M08;2,4
27 Lugo;2008M07;2,35
27 Lugo;2008M06;1,73
27 Lugo;2008M05;1,62
27 Lugo;2008M04;1,62
27 Lugo;2008M03;2,27
27 Lugo;2008M02;1,8
27 Lugo;2008M01;1,71
27 Lugo;2007M12;1,9
27 Lugo;2007M11;1,86
27 Lugo;2007M10;1,92
27 Lugo;2007M09;1,82
27 Lugo;2007M08;2,36
27 Lugo;2007M07;2,18
27 Lugo;2007M06;1,62
27 Lugo;2007M05;1,55
27 Lugo;2007M04;2,25
27 Lugo;2007M03;1,99
27 Lugo;2007M02;1,87
27 Lugo;2007M01;2,01
27 Lugo;2006M12;2,07
27 Lugo;2006M11;1,7
27 Lugo;2006M10;1,82
27 Lugo;2006M09;1,69
27 Lugo;2006M08;2,68
27 Lugo;2006M07;2,04
27 Lugo;2006M06;1,51
27 Lugo;2006M05;1,51
27 Lugo;2006M04;2,08
27 Lugo;2006M03;1,63
27 Lugo;2006M02;1,56
27 Lugo;2006M01;1,66
27 Lugo;2005M12;1,96
27 Lugo;2005M11;1,59
27 Lugo;2005M10;1,67
27 Lugo;2005M09;1,75
27 Lugo;2005M08;2,44
27 Lugo;2005M07;1,93
27 Lugo;2005M06;1,49
27 Lugo;2005M05;1,52
27 Lugo;2005M04;1,58
27 Lugo;2005M03;2,02
27 Lugo;2005M02;1,49
27 Lugo;2005M01;1,75
28 Madrid;2026M06;1,75
28 Madrid;2026M05;1,7
28 Madrid;2026M04;1,91
28 Madrid;2026M03;1,8
28 Madrid;2026M02;1,84
28 Madrid;2026M01;1,71
28 Madrid;2025M12;1,76
28 Madrid;2025M11;1,6
28 Madrid;2025M10;1,83
28 Madrid;2025M09;1,75
28 Madrid;2025M08;2,29
28 Madrid;2025M07;1,9
28 Madrid;2025M06;1,75
28 Madrid;2025M05;1,96
28 Madrid;2025M04;1,77
28 Madrid;2025M03;1,62
28 Madrid;2025M02;1,49
28 Madrid;2025M01;1,51
28 Madrid;2024M12;1,94
28 Madrid;2024M11;1,84
28 Madrid;2024M10;1,82
28 Madrid;2024M09;1,8
28 Madrid;2024M08;2,42
28 Madrid;2024M07;2,22
28 Madrid;2024M06;1,93
28 Madrid;2024M05;1,75
28 Madrid;2024M04;1,77
28 Madrid;2024M03;1,86
28 Madrid;2024M02;1,81
28 Madrid;2024M01;1,85
28 Madrid;2023M12;1,99
28 Madrid;2023M11;1,65
28 Madrid;2023M10;1,77
28 Madrid;2023M09;1,63
28 Madrid;2023M08;2,21
28 Madrid;2023M07;1,87
28 Madrid;2023M06;1,86
28 Madrid;2023M05;1,88
28 Madrid;2023M04;1,98
28 Madrid;2023M03;1,79
28 Madrid;2023M02;1,73
28 Madrid;2023M01;1,88
28 Madrid;2022M12;2,13
28 Madrid;2022M11;1,82
28 Madrid;2022M10;1,79
28 Madrid;2022M09;1,77
28 Madrid;2022M08;2,53
28 Madrid;2022M07;2,09
28 Madrid;2022M06;1,93
28 Madrid;2022M05;1,95
28 Madrid;2022M04;1,89
28 Madrid;2022M03;1,77
28 Madrid;2022M02;1,81
28 Madrid;2022M01;1,86
28 Madrid;2021M12;1,98
28 Madrid;2021M11;1,84
28 Madrid;2021M10;2,05
28 Madrid;2021M09;2,12
28 Madrid;2021M08;2,82
28 Madrid;2021M07;2,37
28 Madrid;2021M06;1,94
28 Madrid;2021M05;1,98
28 Madrid;2021M04;1,86
28 Madrid;2021M03;2
28 Madrid;2021M02;1,78
28 Madrid;2021M01;1,83
28 Madrid;2020M12;1,88
28 Madrid;2020M11;2
28 Madrid;2020M10;1,82
28 Madrid;2020M09;1,89
28 Madrid;2020M08;2,47
28 Madrid;2020M07;2,34
28 Madrid;2020M06;1,98
28 Madrid;2020M05;2,54
28 Madrid;2020M04;.
28 Madrid;2020M03;1,97
28 Madrid;2020M02;1,68
28 Madrid;2020M01;1,8
28 Madrid;2019M12;1,81
28 Madrid;2019M11;1,62
28 Madrid;2019M10;1,65
28 Madrid;2019M09;1,61
28 Madrid;2019M08;2,09
28 Madrid;2019M07;1,91
28 Madrid;2019M06;1,73
28 Madrid;2019M05;1,57
28 Madrid;2019M04;1,93
28 Madrid;2019M03;1,6
28 Madrid;2019M02;1,67
28 Madrid;2019M01;1,77
28 Madrid;2018M12;1,88
28 Madrid;2018M11;1,85
28 Madrid;2018M10;1,88
28 Madrid;2018M09;1,82
28 Madrid;2018M08;2,48
28 Madrid;2018M07;1,97
28 Madrid;2018M06;1,69
28 Madrid;2018M05;1,8
28 Madrid;2018M04;1,86
28 Madrid;2018M03;1,91
28 Madrid;2018M02;1,76
28 Madrid;2018M01;1,82
28 Madrid;2017M12;1,95
28 Madrid;2017M11;1,91
28 Madrid;2017M10;1,92
28 Madrid;2017M09;1,67
28 Madrid;2017M08;2,55
28 Madrid;2017M07;2,01
28 Madrid;2017M06;1,77
28 Madrid;2017M05;1,7
28 Madrid;2017M04;2
28 Madrid;2017M03;1,82
28 Madrid;2017M02;1,66
28 Madrid;2017M01;1,92
28 Madrid;2016M12;1,78
28 Madrid;2016M11;1,8
28 Madrid;2016M10;1,68
28 Madrid;2016M09;1,66
28 Madrid;2016M08;2,63
28 Madrid;2016M07;1,9
28 Madrid;2016M06;1,69
28 Madrid;2016M05;1,73
28 Madrid;2016M04;1,7
28 Madrid;2016M03;1,75
28 Madrid;2016M02;1,62
28 Madrid;2016M01;1,88
28 Madrid;2015M12;1,92
28 Madrid;2015M11;1,76
28 Madrid;2015M10;1,73
28 Madrid;2015M09;1,63
28 Madrid;2015M08;2,35
28 Madrid;2015M07;2
28 Madrid;2015M06;1,56
28 Madrid;2015M05;1,82
28 Madrid;2015M04;1,87
28 Madrid;2015M03;1,74
28 Madrid;2015M02;1,69
28 Madrid;2015M01;1,89
28 Madrid;2014M12;1,76
28 Madrid;2014M11;1,61
28 Madrid;2014M10;1,59
28 Madrid;2014M09;1,53
28 Madrid;2014M08;2,11
28 Madrid;2014M07;1,8
28 Madrid;2014M06;1,55
28 Madrid;2014M05;1,55
28 Madrid;2014M04;1,79
28 Madrid;2014M03;1,56
28 Madrid;2014M02;1,64
28 Madrid;2014M01;1,61
28 Madrid;2013M12;1,71
28 Madrid;2013M11;1,6
28 Madrid;2013M10;1,6
28 Madrid;2013M09;1,52
28 Madrid;2013M08;2,23
28 Madrid;2013M07;1,93
28 Madrid;2013M06;1,56
28 Madrid;2013M05;1,6
28 Madrid;2013M04;1,67
28 Madrid;2013M03;1,74
28 Madrid;2013M02;1,46
28 Madrid;2013M01;1,63
28 Madrid;2012M12;1,68
28 Madrid;2012M11;1,78
28 Madrid;2012M10;2,1
28 Madrid;2012M09;1,75
28 Madrid;2012M08;2,39
28 Madrid;2012M07;2,26
28 Madrid;2012M06;1,6
28 Madrid;2012M05;1,66
28 Madrid;2012M04;1,93
28 Madrid;2012M03;1,56
28 Madrid;2012M02;1,65
28 Madrid;2012M01;1,78
28 Madrid;2011M12;2
28 Madrid;2011M11;1,91
28 Madrid;2011M10;1,93
28 Madrid;2011M09;1,88
28 Madrid;2011M08;2,55
28 Madrid;2011M07;1,97
28 Madrid;2011M06;1,68
28 Madrid;2011M05;1,61
28 Madrid;2011M04;1,92
28 Madrid;2011M03;1,62
28 Madrid;2011M02;1,68
28 Madrid;2011M01;1,73
28 Madrid;2010M12;2,1
28 Madrid;2010M11;1,71
28 Madrid;2010M10;1,76
28 Madrid;2010M09;1,74
28 Madrid;2010M08;3,51
28 Madrid;2010M07;2,34
28 Madrid;2010M06;1,73
28 Madrid;2010M05;1,69
28 Madrid;2010M04;2
28 Madrid;2010M03;1,8
28 Madrid;2010M02;1,91
28 Madrid;2010M01;1,96
28 Madrid;2009M12;1,93
28 Madrid;2009M11;1,67
28 Madrid;2009M10;1,7
28 Madrid;2009M09;1,98
28 Madrid;2009M08;2,75
28 Madrid;2009M07;2,05
28 Madrid;2009M06;1,74
28 Madrid;2009M05;1,58
28 Madrid;2009M04;2,21
28 Madrid;2009M03;1,87
28 Madrid;2009M02;1,61
28 Madrid;2009M01;1,83
28 Madrid;2008M12;1,74
28 Madrid;2008M11;1,77
28 Madrid;2008M10;1,49
28 Madrid;2008M09;1,58
28 Madrid;2008M08;2,65
28 Madrid;2008M07;1,84
28 Madrid;2008M06;1,69
28 Madrid;2008M05;1,93
28 Madrid;2008M04;1,64
28 Madrid;2008M03;2,22
28 Madrid;2008M02;1,68
28 Madrid;2008M01;1,75
28 Madrid;2007M12;1,83
28 Madrid;2007M11;1,83
28 Madrid;2007M10;1,81
28 Madrid;2007M09;1,55
28 Madrid;2007M08;2,68
28 Madrid;2007M07;1,93
28 Madrid;2007M06;1,6
28 Madrid;2007M05;1,67
28 Madrid;2007M04;2,18
28 Madrid;2007M03;1,64
28 Madrid;2007M02;1,69
28 Madrid;2007M01;1,75
28 Madrid;2006M12;1,95
28 Madrid;2006M11;1,77
28 Madrid;2006M10;1,9
28 Madrid;2006M09;1,67
28 Madrid;2006M08;2,48
28 Madrid;2006M07;2,01
28 Madrid;2006M06;1,71
28 Madrid;2006M05;2,01
28 Madrid;2006M04;2,21
28 Madrid;2006M03;1,82
28 Madrid;2006M02;1,85
28 Madrid;2006M01;2,03
28 Madrid;2005M12;2,06
28 Madrid;2005M11;1,87
28 Madrid;2005M10;1,89
28 Madrid;2005M09;1,9
28 Madrid;2005M08;3,13
28 Madrid;2005M07;2,03
28 Madrid;2005M06;1,68
28 Madrid;2005M05;1,97
28 Madrid;2005M04;1,71
28 Madrid;2005M03;2,53
28 Madrid;2005M02;2,17
28 Madrid;2005M01;2,06
29 Málaga;2026M06;6,19
29 Málaga;2026M05;5
29 Málaga;2026M04;4,43
29 Málaga;2026M03;2,85
29 Málaga;2026M02;2,69
29 Málaga;2026M01;3,63
29 Málaga;2025M12;4,13
29 Málaga;2025M11;4,45
29 Málaga;2025M10;6,95
29 Málaga;2025M09;4,91
29 Málaga;2025M08;5,96
29 Málaga;2025M07;5,34
29 Málaga;2025M06;5,77
29 Málaga;2025M05;6,93
29 Málaga;2025M04;4,45
29 Málaga;2025M03;4,95
29 Málaga;2025M02;6,02
29 Málaga;2025M01;1,9
29 Málaga;2024M12;4,43
29 Málaga;2024M11;4,09
29 Málaga;2024M10;4,88
29 Málaga;2024M09;5,08
29 Málaga;2024M08;6,14
29 Málaga;2024M07;6,42
29 Málaga;2024M06;5,68
29 Málaga;2024M05;5,12
29 Málaga;2024M04;5,29
29 Málaga;2024M03;5
29 Málaga;2024M02;4,14
29 Málaga;2024M01;4,35
29 Málaga;2023M12;2,9
29 Málaga;2023M11;3,16
29 Málaga;2023M10;4,26
29 Málaga;2023M09;4,1
29 Málaga;2023M08;5,32
29 Málaga;2023M07;4,96
29 Málaga;2023M06;3,73
29 Málaga;2023M05;3,35
29 Málaga;2023M04;3,44
29 Málaga;2023M03;3,01
29 Málaga;2023M02;3,86
29 Málaga;2023M01;3,7
29 Málaga;2022M12;2,83
29 Málaga;2022M11;3,07
29 Málaga;2022M10;3,87
29 Málaga;2022M09;4,2
29 Málaga;2022M08;5,24
29 Málaga;2022M07;5,5
29 Málaga;2022M06;4,3
29 Málaga;2022M05;3,31
29 Málaga;2022M04;3,84
29 Málaga;2022M03;3,9
29 Málaga;2022M02;3,34
29 Málaga;2022M01;4,43
29 Málaga;2021M12;3,57
29 Málaga;2021M11;4,06
29 Málaga;2021M10;3,72
29 Málaga;2021M09;4,81
29 Málaga;2021M08;5,42
29 Málaga;2021M07;4,92
29 Málaga;2021M06;3,38
29 Málaga;2021M05;2,77
29 Málaga;2021M04;3,15
29 Málaga;2021M03;3,39
29 Málaga;2021M02;10,55
29 Málaga;2021M01;6,08
29 Málaga;2020M12;3,47
29 Málaga;2020M11;6,19
29 Málaga;2020M10;3,35
29 Málaga;2020M09;4,32
29 Málaga;2020M08;5,8
29 Málaga;2020M07;5,05
29 Málaga;2020M06;2,93
29 Málaga;2020M05;3
29 Málaga;2020M04;.
29 Málaga;2020M03;7,17
29 Málaga;2020M02;4,55
29 Málaga;2020M01;3,43
29 Málaga;2019M12;3,26
29 Málaga;2019M11;2,83
29 Málaga;2019M10;5,05
29 Málaga;2019M09;5,61
29 Málaga;2019M08;6,54
29 Málaga;2019M07;6,27
29 Málaga;2019M06;5,62
29 Málaga;2019M05;5,43
29 Málaga;2019M04;5,01
29 Málaga;2019M03;4,18
29 Málaga;2019M02;3,38
29 Málaga;2019M01;4,55
29 Málaga;2018M12;3,44
29 Málaga;2018M11;3,55
29 Málaga;2018M10;5,1
29 Málaga;2018M09;6,17
29 Málaga;2018M08;7,44
29 Málaga;2018M07;6,52
29 Málaga;2018M06;5,67
29 Málaga;2018M05;5,54
29 Málaga;2018M04;4,84
29 Málaga;2018M03;4,14
29 Málaga;2018M02;3,98
29 Málaga;2018M01;3,29
29 Málaga;2017M12;3,02
29 Málaga;2017M11;2,67
29 Málaga;2017M10;5,31
29 Málaga;2017M09;5,18
29 Málaga;2017M08;6,59
29 Málaga;2017M07;6,24
29 Málaga;2017M06;5,29
29 Málaga;2017M05;5,17
29 Málaga;2017M04;5,01
29 Málaga;2017M03;3,28
29 Málaga;2017M02;3,47
29 Málaga;2017M01;4,58
29 Málaga;2016M12;3,5
29 Málaga;2016M11;2,56
29 Málaga;2016M10;4,91
29 Málaga;2016M09;5,5
29 Málaga;2016M08;6,81
29 Málaga;2016M07;6,06
29 Málaga;2016M06;4,6
29 Málaga;2016M05;4,37
29 Málaga;2016M04;3,91
29 Málaga;2016M03;3,73
29 Málaga;2016M02;3,11
29 Málaga;2016M01;4,98
29 Málaga;2015M12;3,06
29 Málaga;2015M11;4,26
29 Málaga;2015M10;4,71
29 Málaga;2015M09;5,4
29 Málaga;2015M08;7,62
29 Málaga;2015M07;6,33
29 Málaga;2015M06;5,6
29 Málaga;2015M05;4,91
29 Málaga;2015M04;5,36
29 Málaga;2015M03;5,4
29 Málaga;2015M02;3,89
29 Málaga;2015M01;5,37
29 Málaga;2014M12;4,21
29 Málaga;2014M11;6,14
29 Málaga;2014M10;6,6
29 Málaga;2014M09;6,57
29 Málaga;2014M08;6,94
29 Málaga;2014M07;6,23
29 Málaga;2014M06;6,03
29 Málaga;2014M05;6,48
29 Málaga;2014M04;5,83
29 Málaga;2014M03;6,47
29 Málaga;2014M02;5,8
29 Málaga;2014M01;7,08
29 Málaga;2013M12;3,89
29 Málaga;2013M11;4,75
29 Málaga;2013M10;4,8
29 Málaga;2013M09;4,9
29 Málaga;2013M08;6,76
29 Málaga;2013M07;5,81
29 Málaga;2013M06;5,07
29 Málaga;2013M05;5,61
29 Málaga;2013M04;5,3
29 Málaga;2013M03;5,21
29 Málaga;2013M02;5,41
29 Málaga;2013M01;7,64
29 Málaga;2012M12;4,04
29 Málaga;2012M11;7,2
29 Málaga;2012M10;6,09
29 Málaga;2012M09;6,84
29 Málaga;2012M08;6,82
29 Málaga;2012M07;7,89
29 Málaga;2012M06;6,97
29 Málaga;2012M05;7,33
29 Málaga;2012M04;6,82
29 Málaga;2012M03;9,56
29 Málaga;2012M02;6,43
29 Málaga;2012M01;7,22
29 Málaga;2011M12;3,28
29 Málaga;2011M11;3,55
29 Málaga;2011M10;3,15
29 Málaga;2011M09;5,53
29 Málaga;2011M08;8,74
29 Málaga;2011M07;5,06
29 Málaga;2011M06;4,04
29 Málaga;2011M05;4,28
29 Málaga;2011M04;3,92
29 Málaga;2011M03;4,63
29 Málaga;2011M02;4,74
29 Málaga;2011M01;4,08
29 Málaga;2010M12;3,35
29 Málaga;2010M11;3,51
29 Málaga;2010M10;2,75
29 Málaga;2010M09;4,48
29 Málaga;2010M08;7,65
29 Málaga;2010M07;5,07
29 Málaga;2010M06;2,88
29 Málaga;2010M05;4,68
29 Málaga;2010M04;4,45
29 Málaga;2010M03;2,76
29 Málaga;2010M02;2,96
29 Málaga;2010M01;3,07
29 Málaga;2009M12;3,5
29 Málaga;2009M11;3,42
29 Málaga;2009M10;2,94
29 Málaga;2009M09;3,73
29 Málaga;2009M08;7,46
29 Málaga;2009M07;4,82
29 Málaga;2009M06;3,68
29 Málaga;2009M05;3,66
29 Málaga;2009M04;3,13
29 Málaga;2009M03;2,43
29 Málaga;2009M02;2,87
29 Málaga;2009M01;4,99
29 Málaga;2008M12;2,92
29 Málaga;2008M11;2,78
29 Málaga;2008M10;3,97
29 Málaga;2008M09;3,65
29 Málaga;2008M08;8,42
29 Málaga;2008M07;6,44
29 Málaga;2008M06;3,48
29 Málaga;2008M05;4,05
29 Málaga;2008M04;8,46
29 Málaga;2008M03;3,89
29 Málaga;2008M02;3,05
29 Málaga;2008M01;3,95
29 Málaga;2007M12;4,15
29 Málaga;2007M11;2,93
29 Málaga;2007M10;4,08
29 Málaga;2007M09;4,71
29 Málaga;2007M08;6,24
29 Málaga;2007M07;5,53
29 Málaga;2007M06;3,77
29 Málaga;2007M05;3,36
29 Málaga;2007M04;3,85
29 Málaga;2007M03;2,82
29 Málaga;2007M02;3,08
29 Málaga;2007M01;4,14
29 Málaga;2006M12;3,29
29 Málaga;2006M11;2,47
29 Málaga;2006M10;3,44
29 Málaga;2006M09;3,95
29 Málaga;2006M08;8,04
29 Málaga;2006M07;4,11
29 Málaga;2006M06;4,07
29 Málaga;2006M05;3,72
29 Málaga;2006M04;4,79
29 Málaga;2006M03;3,29
29 Málaga;2006M02;3,13
29 Málaga;2006M01;3,38
29 Málaga;2005M12;3,18
29 Málaga;2005M11;3,21
29 Málaga;2005M10;5,14
29 Málaga;2005M09;5,21
29 Málaga;2005M08;9,35
29 Málaga;2005M07;6,73
29 Málaga;2005M06;3,61
29 Málaga;2005M05;4,36
29 Málaga;2005M04;4,72
29 Málaga;2005M03;2,99
29 Málaga;2005M02;3,21
29 Málaga;2005M01;3,32
30 Murcia;2026M06;2,16
30 Murcia;2026M05;2,28
30 Murcia;2026M04;2,52
30 Murcia;2026M03;2,19
30 Murcia;2026M02;1,99
30 Murcia;2026M01;2,09
30 Murcia;2025M12;2,17
30 Murcia;2025M11;2,28
30 Murcia;2025M10;2,19
30 Murcia;2025M09;2,23
30 Murcia;2025M08;4,59
30 Murcia;2025M07;3,36
30 Murcia;2025M06;2,38
30 Murcia;2025M05;2,22
30 Murcia;2025M04;2,41
30 Murcia;2025M03;2,29
30 Murcia;2025M02;1,94
30 Murcia;2025M01;2,26
30 Murcia;2024M12;2,88
30 Murcia;2024M11;2,58
30 Murcia;2024M10;2,72
30 Murcia;2024M09;3,08
30 Murcia;2024M08;5,44
30 Murcia;2024M07;4,08
30 Murcia;2024M06;2,46
30 Murcia;2024M05;2,85
30 Murcia;2024M04;2,6
30 Murcia;2024M03;2,65
30 Murcia;2024M02;2,49
30 Murcia;2024M01;2,46
30 Murcia;2023M12;2,63
30 Murcia;2023M11;2,19
30 Murcia;2023M10;2,33
30 Murcia;2023M09;2,54
30 Murcia;2023M08;5,98
30 Murcia;2023M07;3,9
30 Murcia;2023M06;2,18
30 Murcia;2023M05;2,48
30 Murcia;2023M04;2,73
30 Murcia;2023M03;2,21
30 Murcia;2023M02;2,4
30 Murcia;2023M01;2,31
30 Murcia;2022M12;2,14
30 Murcia;2022M11;1,9
30 Murcia;2022M10;2,2
30 Murcia;2022M09;2,55
30 Murcia;2022M08;5,78
30 Murcia;2022M07;4,41
30 Murcia;2022M06;2,47
30 Murcia;2022M05;2,36
30 Murcia;2022M04;2,41
30 Murcia;2022M03;2,24
30 Murcia;2022M02;2,32
30 Murcia;2022M01;2,59
30 Murcia;2021M12;2,33
30 Murcia;2021M11;2,04
30 Murcia;2021M10;2,25
30 Murcia;2021M09;2,1
30 Murcia;2021M08;4,31
30 Murcia;2021M07;3,33
30 Murcia;2021M06;2,25
30 Murcia;2021M05;1,9
30 Murcia;2021M04;2,03
30 Murcia;2021M03;2,1
30 Murcia;2021M02;1,74
30 Murcia;2021M01;2,17
30 Murcia;2020M12;1,91
30 Murcia;2020M11;2
30 Murcia;2020M10;2,04
30 Murcia;2020M09;2,29
30 Murcia;2020M08;4,51
30 Murcia;2020M07;3,28
30 Murcia;2020M06;2,47
30 Murcia;2020M05;4,35
30 Murcia;2020M04;.
30 Murcia;2020M03;1,89
30 Murcia;2020M02;1,84
30 Murcia;2020M01;1,8
30 Murcia;2019M12;2,35
30 Murcia;2019M11;1,82
30 Murcia;2019M10;1,75
30 Murcia;2019M09;2,08
30 Murcia;2019M08;3,26
30 Murcia;2019M07;2,42
30 Murcia;2019M06;2,02
30 Murcia;2019M05;2
30 Murcia;2019M04;2,33
30 Murcia;2019M03;1,9
30 Murcia;2019M02;1,87
30 Murcia;2019M01;2,22
30 Murcia;2018M12;2,85
30 Murcia;2018M11;2,15
30 Murcia;2018M10;2,21
30 Murcia;2018M09;2,27
30 Murcia;2018M08;3,91
30 Murcia;2018M07;2,76
30 Murcia;2018M06;2
30 Murcia;2018M05;2,07
30 Murcia;2018M04;2,02
30 Murcia;2018M03;2,2
30 Murcia;2018M02;1,97
30 Murcia;2018M01;2,08
30 Murcia;2017M12;2,65
30 Murcia;2017M11;2,04
30 Murcia;2017M10;2,04
30 Murcia;2017M09;2,07
30 Murcia;2017M08;3,78
30 Murcia;2017M07;2,48
30 Murcia;2017M06;2,1
30 Murcia;2017M05;2,07
30 Murcia;2017M04;2,49
30 Murcia;2017M03;1,95
30 Murcia;2017M02;2,05
30 Murcia;2017M01;1,96
30 Murcia;2016M12;2,12
30 Murcia;2016M11;1,92
30 Murcia;2016M10;2,15
30 Murcia;2016M09;2,21
30 Murcia;2016M08;3,84
30 Murcia;2016M07;2,81
30 Murcia;2016M06;2,22
30 Murcia;2016M05;2,23
30 Murcia;2016M04;1,82
30 Murcia;2016M03;2,45
30 Murcia;2016M02;2,06
30 Murcia;2016M01;2,99
30 Murcia;2015M12;2,59
30 Murcia;2015M11;2,21
30 Murcia;2015M10;2,08
30 Murcia;2015M09;2,23
30 Murcia;2015M08;4,94
30 Murcia;2015M07;2,86
30 Murcia;2015M06;2,16
30 Murcia;2015M05;2,04
30 Murcia;2015M04;2,23
30 Murcia;2015M03;1,73
30 Murcia;2015M02;1,66
30 Murcia;2015M01;2,18
30 Murcia;2014M12;2,44
30 Murcia;2014M11;1,91
30 Murcia;2014M10;1,72
30 Murcia;2014M09;1,97
30 Murcia;2014M08;3,54
30 Murcia;2014M07;2,65
30 Murcia;2014M06;1,78
30 Murcia;2014M05;2,09
30 Murcia;2014M04;2,3
30 Murcia;2014M03;1,73
30 Murcia;2014M02;1,58
30 Murcia;2014M01;1,83
30 Murcia;2013M12;2,26
30 Murcia;2013M11;1,9
30 Murcia;2013M10;1,82
30 Murcia;2013M09;1,96
30 Murcia;2013M08;4,51
30 Murcia;2013M07;2,39
30 Murcia;2013M06;1,75
30 Murcia;2013M05;1,87
30 Murcia;2013M04;1,92
30 Murcia;2013M03;2,24
30 Murcia;2013M02;1,92
30 Murcia;2013M01;2,05
30 Murcia;2012M12;2,52
30 Murcia;2012M11;2,17
30 Murcia;2012M10;2,08
30 Murcia;2012M09;1,96
30 Murcia;2012M08;5,37
30 Murcia;2012M07;3,29
30 Murcia;2012M06;1,85
30 Murcia;2012M05;2,11
30 Murcia;2012M04;2,31
30 Murcia;2012M03;2,22
30 Murcia;2012M02;2,19
30 Murcia;2012M01;2,62
30 Murcia;2011M12;2,22
30 Murcia;2011M11;2,84
30 Murcia;2011M10;3,19
30 Murcia;2011M09;2,41
30 Murcia;2011M08;5,88
30 Murcia;2011M07;3,45
30 Murcia;2011M06;2,02
30 Murcia;2011M05;2,29
30 Murcia;2011M04;3,01
30 Murcia;2011M03;2,32
30 Murcia;2011M02;2,42
30 Murcia;2011M01;1,66
30 Murcia;2010M12;2,33
30 Murcia;2010M11;1,93
30 Murcia;2010M10;2,38
30 Murcia;2010M09;2,38
30 Murcia;2010M08;4,03
30 Murcia;2010M07;3,86
30 Murcia;2010M06;2,17
30 Murcia;2010M05;2,27
30 Murcia;2010M04;2,62
30 Murcia;2010M03;2,03
30 Murcia;2010M02;2,09
30 Murcia;2010M01;2,6
30 Murcia;2009M12;2,58
30 Murcia;2009M11;2,13
30 Murcia;2009M10;2,61
30 Murcia;2009M09;2,86
30 Murcia;2009M08;6,4
30 Murcia;2009M07;3,47
30 Murcia;2009M06;2,29
30 Murcia;2009M05;3,65
30 Murcia;2009M04;3,4
30 Murcia;2009M03;2,23
30 Murcia;2009M02;2,08
30 Murcia;2009M01;3,68
30 Murcia;2008M12;2,59
30 Murcia;2008M11;2,3
30 Murcia;2008M10;2,63
30 Murcia;2008M09;2,33
30 Murcia;2008M08;6,64
30 Murcia;2008M07;4,98
30 Murcia;2008M06;2,46
30 Murcia;2008M05;3,2
30 Murcia;2008M04;2,51
30 Murcia;2008M03;3,69
30 Murcia;2008M02;2,03
30 Murcia;2008M01;3,59
30 Murcia;2007M12;3,39
30 Murcia;2007M11;2,22
30 Murcia;2007M10;2,5
30 Murcia;2007M09;3,25
30 Murcia;2007M08;7,52
30 Murcia;2007M07;4,45
30 Murcia;2007M06;2,21
30 Murcia;2007M05;2,3
30 Murcia;2007M04;2,94
30 Murcia;2007M03;2,17
30 Murcia;2007M02;2,31
30 Murcia;2007M01;2,12
30 Murcia;2006M12;3,56
30 Murcia;2006M11;2,22
30 Murcia;2006M10;2,47
30 Murcia;2006M09;3,6
30 Murcia;2006M08;8,65
30 Murcia;2006M07;5,93
30 Murcia;2006M06;2,79
30 Murcia;2006M05;2,44
30 Murcia;2006M04;3,33
30 Murcia;2006M03;2,12
30 Murcia;2006M02;2,05
30 Murcia;2006M01;2,65
30 Murcia;2005M12;2,6
30 Murcia;2005M11;2,23
30 Murcia;2005M10;2,16
30 Murcia;2005M09;2,08
30 Murcia;2005M08;10,11
30 Murcia;2005M07;5,04
30 Murcia;2005M06;2,28
30 Murcia;2005M05;3,34
30 Murcia;2005M04;2,11
30 Murcia;2005M03;3,05
30 Murcia;2005M02;2,37
30 Murcia;2005M01;3,23
31 Navarra;2026M06;2,71
31 Navarra;2026M05;2,18
31 Navarra;2026M04;2,68
31 Navarra;2026M03;2,48
31 Navarra;2026M02;2,22
31 Navarra;2026M01;2,61
31 Navarra;2025M12;2,88
31 Navarra;2025M11;2,26
31 Navarra;2025M10;2,45
